NDID,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01241,21.875,50,18.75,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,PB,454,17.49
ND01264,28.125,50,18.75,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,454,2.39
ND01265,28.125,50,18.75,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,454,2.39
ND01254,21.875,50,18.75,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,462,3.29
ND01255,21.875,50,18.75,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,462,3.29
ND01785,3.22,1.18,19.02,Vegetables,Yellow,Corn,"73g=1 ear,  small (5-0.5"" to 6-0.5"" long) / 90g=1 ear,  medium (6-3/4"" to 7-0.5"" long)",PB,454,3.99
ND01418,9.523809524,4.761904762,19.04761905,Sauces_Soups_Condiments_Dressing,Soups,Null,1 container,PB,21,2.19
ND01353,0,43.33333333,19.16666667,Sauces_Soups_Condiments_Dressing,Dressings,Thousand_Island,2 Tbsp,PB,473,3.53
ND00088,1.01010101,0,19.19191919,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,198,1.07
ND01810,0,0,19.23076923,Fruits,Pears,Other,0.5 cup,SW,432,0.98
ND01227,22.58064516,51.61290323,19.35483871,Nuts_and_Seeds,Almonds,Null,0.25 cup,PB,56,2.59
ND00134,1.769911504,0.442477876,19.35840708,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar,PB,113,1.19
ND00198,1.769911504,0.442477876,19.35840708,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,WD,113,0.64
ND01858,0,0,19.36619718,Baby_Foods,Baby_Fruits,Stage_3,1 Pack,PB ,284,1.67
ND01736,14.92537313,5.970149254,19.40298507,Vegetables,Processed,Soy products,1 burger,SW,268,3.67
ND00527,2.941176471,1.176470588,19.41176471,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.7
ND00610,0,77.77777778,19.44444444,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.59
ND00611,0,77.77777778,19.44444444,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.29
ND00612,0,77.77777778,19.44444444,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.39
ND00084,0.884955752,0,19.46902655,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,4,0.61
ND00086,0.884955752,0,19.46902655,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00197,1.769911504,0,19.46902655,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,WM,113,1.38
ND00800,0,0,19.51219512,Fruits,Citrus,Orange,1 container,WD,488,2.99
ND00762,0,0,19.53125,Fruits,Apples,Applesauce,0.5 cup,WD,1361,3.39
ND00829,0,0,19.53125,Fruits,Peaches,Other,0.5 cup,PB,432,1.59
ND01808,0,0,19.53125,Fruits,Peaches,Other,0.5 cup ,SW,432,0.98
ND00830,0,0,19.53125,Fruits,Peaches,Other,0.5 cup ,SW,248,0.86
ND00831,0,0,19.53125,Fruits,Peaches,Other,0.5 cup,PB,432,1.25
ND01259,25,53.125,19.53125,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,462,3.39
ND01260,25,53.125,19.53125,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,462,3.39
ND01586,1.086956522,3.260869565,19.56521739,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01120,42.85714286,0,19.64285714,Meats,Luncheon_Meats,Jerky,1 oz.,PB,85,6.59
ND00809,0,0,19.68503937,Fruits,Fruits_Mixed,Null,0.5 cup ,PB,425,1.59
ND00842,0,0,19.68503937,Fruits,Pears,Other,0.5 cup,PB,432,1.59
ND00039,1.408450704,0,19.71830986,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,0.98
ND00163,1.408450704,0,19.71830986,Baby_Foods,Baby_Vegetables,Stage_1,1 jar,PB,71,0.73
ND01367,1.538461538,0.769230769,19.80769231,Sauces_Soups_Condiments_Dressing,Sauces,Other,0.25 cup,SW,340,1.36
ND01668,7.228915663,0,19.87951807,Vegetables,Green,Lima_Beans,0.5 cup,PB,425,1.99
ND00083,0,0,19.91150442,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00082,0,0,19.91150442,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND01306,0,0,20,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,283,2.99
ND01310,0,0,20,Sauces_Soups_Condiments_Dressing,Condiments,Worcestershire,1 tsp,PB,443,1.99
ND01770,1.87,0.1,20.13,Vegetables,White_Brown_Black,Potato,"78g=.5 cup / 136g=1 potato,  (2-0.5"" dia, sphere)",PB,454,1.29
ND01667,6.756756757,0,20.27027027,Vegetables,Green,Lima_Beans,"0.5 cup prepared, 74g frozen",PB,255,1.99
ND00764,0,0,20.3539823,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND00765,0,0,20.3539823,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01849,0.704225352,0,20.42253521,Baby_Foods,Baby_Fruits,Stage_3,1 pack,PB,284,1.67
ND01847,0.704225352,0,20.42253521,Baby_Foods,Baby_Fruits,Stage_3,1 pack,PB,284,1.67
ND01399,6.060606061,0,20.45454545,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,2 Tbsp,SW,340,0.92
ND01417,9.090909091,4.545454545,20.45454545,Sauces_Soups_Condiments_Dressing,Soups,Null,1 container,PB,22,2.19
ND01121,42.85714286,3.571428571,20.53571429,Meats,Luncheon_Meats,Jerky,1 oz.,PB,81,6.39
ND01708,2.01,0.15,20.71,Vegetables,Orange,Sweet_Potato,200g=1 cup / 180g=1 large,PB,454,1.29
ND00747,0,0,20.7253886,Formulas,Protein,Null,0.68 oz (19.3 g),I,579,80.99
ND01261,25,50,20.83333333,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,369,3.39
ND01582,1.818181818,0,20.90909091,Sweets,Puddings,Null,1 snack,PB,440,2.5
ND01124,46.42857143,1.785714286,20.98214286,Meats,Luncheon_Meats,Jerky,1 oz.,PB,81,6.39
ND00739,5.485232068,4.641350211,21.09704641,Formulas,Liquid_Nutrition,Null,1 bottle,PB,237,10.99
ND00037,0,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 jar,PB,71,0.73
ND00038,1.408450704,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,0.98
ND00040,1.408450704,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,1.28
ND00532,4.117647059,1.176470588,21.17647059,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01219,21.21212121,48.48484848,21.21212121,Nuts_and_Seeds,Almonds,Null,.33 cup,PB,63,2.59
ND01240,21.21212121,48.48484848,21.21212121,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,SW,340,6.98
ND01397,3.03030303,0,21.21212121,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,2 tbsp,PB,340,1.59
ND00090,0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00091,0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00092,0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00763,0,0,21.23893805,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01122,39.28571429,5.357142857,21.42857143,Meats,Luncheon_Meats,Jerky,1 oz.,WD,85,5.99
ND01220,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,"1oz, about 24 nuts",PB,454,8.79
ND01221,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,1 package,SW,56,1.98
ND01222,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,283,5.58
ND01225,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,454,12.98
ND01228,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,About 26 pieces,PB,291,5.99
ND01268,21.42857143,50,21.42857143,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,0.25 cup,PB,453,12.19
ND01754,7.692307692,0.769230769,21.53846154,Vegetables,Red,Kidney,0.5 cup,WD,425,1.49
ND01771,1.96,0.1,21.55,Vegetables,White_Brown_Black,Potato,"61g=.5 cup / 156g=1 potato,  (2-.33"" x 4-3/4"")",PB,454,1.29
ND01811,16.21621622,5.405405405,21.62162162,Grains,Bread,Null,1 pita,SW,227,2.18
ND00531,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00533,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00535,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00538,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00540,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00541,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01238,18.75,50,21.875,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,PB,340,10.79
ND01239,18.75,53.125,21.875,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,PB,340,10.99
ND01262,25,50,21.875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,510,N/A
ND01263,25,50,21.875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,510,N/A
ND01336,0,18.75,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,710,4.79
ND01341,0,21.875,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.99
ND01342,0,46.875,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.99
ND00740,5.485232068,4.641350211,21.94092827,Formulas,Liquid_Nutrition,Null,1 bottle,PB,1638,9.99
ND01553,3.03030303,9.090909091,21.96969697,Sweets,Ice_Cream,Null,0.5 cup,SW,1410,3.94
ND01362,0,0,22.05882353,Sauces_Soups_Condiments_Dressing,Sauces,Barbeque,1 tbsp,PB,425,5.49
ND00089,0.884955752,0,22.12389381,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00548,4.424778761,2.212389381,22.12389381,Dairy_and_Egg,Yogurt,Flavored,1 container,SW,113,0.58
ND00766,0,0,22.12389381,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01573,0,2.173913043,22.2826087,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND00024,2.02020202,1.515151515,22.34848485,Baby_Foods,Baby_Dairy,Null,1 pack,SW,198,1.08
ND00539,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00543,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00542,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01258,22.58064516,51.61290323,22.58064516,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2  tbsp,PB,440,2.48
ND01352,0,25.80645161,22.58064516,Sauces_Soups_Condiments_Dressing,Dressings,Salad_dressing,2 tbsp,PB,473,3.55
ND00545,4.117647059,1.176470588,22.64705882,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01584,1.086956522,2.717391304,22.69021739,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01585,1.086956522,2.717391304,22.69021739,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01554,3.50877193,8.771929825,22.80701754,Sweets,Ice_Cream,Null,0.5 cup,PB,1410,5.27
ND00774,1.09,0.33,22.84,Fruits,Bananas,Null,"225g=1 cup, mashed / 150g=1 cup, sliced",I,N/A,0.69
ND00534,4.117647059,1.176470588,22.94117647,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01812,12.5,4.464285714,23.21428571,Grains,Bread,Null,1 Flatbread,PB,280,2.69
ND01719,2.325581395,9.302325581,23.25581395,Vegetables,Processed,Potatoes_Fries_Tator_Tots,9 pieces,PB,907,3.44
ND00164,1.666666667,0,23.33333333,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WM,120,0.98
ND01217,20,50,23.33333333,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,113,2.68
ND01218,20,50,23.33333333,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,113,2.68
ND01786,3.333333333,1.111111111,23.33333333,Vegetables,Yellow,Corn,.66 cup,SW,907,1.98
ND01787,3.333333333,1.111111111,23.33333333,Vegetables,Yellow,Corn,.66 cup ,PB,425,1.69
ND00093,0.884955752,0,23.45132743,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND01245,21.21212121,48.48484848,24.24242424,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,793,3.98
ND01814,21.21212121,48.48484848,24.24242424,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.48
ND00940,11.11111111,4.444444444,24.44444444,Grains,Tortillas,Null,1 tortilla,PB,360,3.59
ND01247,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,794,2.98
ND01248,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,794,2.98
ND01249,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,751,2.98
ND01250,21.875,50,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,PB,1814,5.67
ND01251,21.875,50,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,793,4.79
ND01256,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,453,2.5
ND01273,25,46.42857143,25,Nuts_and_Seeds,Peanut,Null,About 39 pieces,PB,453,3.99
ND01305,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,340,1.79
ND01309,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Relish,1 Tbsp,PB,296,1.39
ND01311,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Worcestershire,1 tsp.,PB,148,2.29
ND01816,0,0,25,Sauces_Soups_Condiments_Dressing,Soups,Null,1 packet,I,32,5.15
ND01280,20,50,25.83333333,Nuts_and_Seeds,Sunflower_Seeds,Null,0.25 cup,WG,255,2.49
ND01334,0,36.66666667,25.83333333,Sauces_Soups_Condiments_Dressing,Dressings,Mustard,2 Tbsp,PB,473,3.53
ND00095,2.02020202,0,26.26262626,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,198,1.07
ND01575,0,2.717391304,26.49456522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01234,6.666666667,66.66666667,26.66666667,Nuts_and_Seeds,Coconut,Null,3 tbsp,PB,340,4.39
ND00856,0,0,27.7,Grains,Baking_Powder_and_Cornstarch,Bakin_Powder,4g=1 tsp / 2.3g=.5 tsp,PB,230,1.69
ND01503,26.08,36.24,28.09,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.3g=1 tbsp,I,50,1.79
ND01279,21.42857143,46.42857143,28.57142857,Nuts_and_Seeds,Pistachio,Null,0.5 cup,PB,361,7.99
ND01289,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,680,3.29
ND01290,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp ,SW,567,1.24
ND01291,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,907,3.39
ND01293,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,680,1.89
ND01294,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 tbsp.,PB,794,2.69
ND01557,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,3.32
ND01558,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01559,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01560,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01562,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01563,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,3.32
ND01564,0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01252,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.96
ND01253,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.96
ND01257,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,454,3.19
ND01521,10,55,30,Sweets,Chocolate,Null,4 squares,SW,100,2.68
ND00767,2.222222222,1.851851852,30.64814815,Fruits,Apples,Other,1 pack,SW,135,2.25
ND01852,0,46.15384615,30.76923077,Fats_and_Oils,Butter,Flavored,1 tbsp,PB,184,2.19
ND00591,0,46.15384615,30.76923077,Fats_and_Oils,Butter,Flavored,1 tbsp,PB,184,2.19
ND01340,0,28.125,31.25,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND01788,1.3,0.37,31.89,Vegetables,Yellow,Plaintains,1 cup sliced = 148g,PB,310,0.5
ND00965,42.85714286,14.28571429,32.14285714,Meats,Bacon_and_Sausage,Pork_Bacon,1 tbsp,PB,124,2.09
ND01230,17.85714286,46.42857143,32.14285714,Nuts_and_Seeds,Cashews,Null,About 50 pieces,SW,226,3.98
ND01486,6.36,0.5,33.06,Spices_and_Herbs,Seasonings,Null,136g=1 cup / 2.8g=1 tsp,PB,454,3.29
ND01316,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,PB,375,4.49
ND01317,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,SW,250,9.82
ND01318,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,WD,250,3.49
ND01335,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Other,1 tbsp,WD,250,3.49
ND01419,16.66666667,8.333333333,33.33333333,Sauces_Soups_Condiments_Dressing,Soups,Null,1 tsp,PB,227,4.99
ND01515,6.666666667,55.55555556,33.33333333,Sweets,Chocolate,Null,4 sections,PB,90,2.79
ND00079,1.769911504,0,33.62831858,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND01402,0,0,33.78378378,Sauces_Soups_Condiments_Dressing,Soups,Null,1 cube,PB,92,3.79
ND01522,14.28571429,50,33.92857143,Sweets,Chocolate,Null,2 pieces,PB,113,2.5
ND01601,0,0,34.28571429,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,524,2.28
ND01520,10,52.5,35,Sweets,Chocolate,Null,12 pieces,PB,100,3.49
ND01403,0,0,35.71428571,Sauces_Soups_Condiments_Dressing,Soups,Null,1 tsp,SW,106,2.58
ND00406,20,30,37.5,Dairy_and_Egg,Cheese,Parmesan,2 tsp,PB,227,2.99
ND01591,0,50,37.5,Sweets,Sweeteners,Null,1 Tbsp,PB,289.1,4.79
ND01269,23.07692308,26.92307692,38.46153846,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,2 tbsp,PB,453,N/A
ND01556,0,0,39.28571429,Sweets,Jellies_Jams_Preserves,Null,0.25 cup,PB,397,1.39
ND01233,6.666666667,33.33333333,40,Nuts_and_Seeds,Coconut,Null,2 tbsp,SW,396,2.38
ND01555,0,0,40,Sweets,Jellies_Jams_Preserves,Null,0.25 cup,SW,397,1.5
ND01590,0,50,40,Sweets,Sweeteners,Null,1 Tbsp,PB,289.1,4.79
ND01592,0,50,40,Sweets,Sweeteners,Null,1 Tbsp,SW,289.1,3.98
ND01815,41.66666667,12.5,41.66666667,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,184,4.89
ND01365,0,0,41.66666667,Sauces_Soups_Condiments_Dressing,Sauces,Barbeque,2 Tbsp,PB,510,1.91
ND00861,12,4,44,Grains,Bread,Null,1 slice,PB,454,3.59
ND00862,11.53846154,2.884615385,44.23076923,Grains,Bread,Null,2 slices,PB,567,3.29
ND01500,17.81,22.27,44.24,Spices_and_Herbs,Seasonings,Null,"2g=1 tsp, whole / 6g=1 tbsp, whole",I,20,2.96
ND01523,17.5,30,45,Sweets,Chocolate,Null,1 bar,PB,200,6.29
ND01479,3.296703297,17.58241758,45.05494505,Vegetables,Processed,Null,1 small onion rings,I,91,N/A
ND00941,11.9047619,7.142857143,45.23809524,Grains,Tortillas,Null,1 tortilla,PB,340,3.59
ND01243,13.20754717,24.52830189,45.28301887,Nuts_and_Seeds,Nut_Butters,Other,3 Tbsp,PB,510,2.99
ND01244,13.20754717,24.52830189,45.28301887,Nuts_and_Seeds,Nut_Butters,Other,3 Tbsp,PB,510,2.99
ND00863,12.28070175,1.754385965,45.61403509,Grains,Bread,Null,3 slices,PB,454,3.99
ND00385,25,0,46.42857143,Dairy_and_Egg,Cheese,Mozzarella,0.25 cup,WD,227,3.59
ND00934,7.142857143,35.71428571,46.42857143,Grains,Snacks,Null,1 oz (~ 21 pieces),PB,255.1,3.49
ND00935,7.142857143,35.71428571,46.42857143,Grains,Snacks,Null,1 oz (~ 13 pieces),PB,241,3.49
ND00864,11.62790698,2.325581395,46.51162791,Grains,Bread,Null,1 roll/1.5 oz,PB,340,3.29
ND01502,22.98,4.07,47.75,Spices_and_Herbs,Seasonings,Null,"0g=1 tsp, leaves / 2.1g=1 tbsp, leaves",I,35,3.29
ND01505,28.57142857,21.42857143,48.21428571,Spices_and_Herbs,Seasonings,Null,1 .33 tbsp,SW,106,1.98
ND01483,5.84,36.31,49.29,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 7g=1 tbsp,I,60,3.99
ND01494,13.46,14.28,49.7,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 8g=1 tbsp,I,70,2.48
ND00865,11.53846154,3.846153846,50,Grains,Bread,Null,1 slice,PB,567,3.15
ND01304,0,0,50,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,340,2.79
ND01511,14.70588235,23.52941176,50,Sweets,Candy,Null,1 bar,PB,170,6.79
ND01504,26.63,5.48,50.64,Spices_and_Herbs,Seasonings,Null,0g=1 tsp / 1.6g=1 tbsp,I,21,2.19
ND01339,0,0,51.47058824,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND00917,10.71428571,35.71428571,51.78571429,Grains,Popcorn,Null,1 oz (~ 1 3/4 cup),PB,326,3.99
ND00711,14.3,22.7,51.875,Formulas,Carbohydrate,Null,100g,I,2400,269.99
ND00712,14.3,22.7,51.875,Formulas,Carbohydrate,Null,100g,I,400,269.99
ND01509,5.882352941,38.23529412,52.94117647,Sweets,Candy,Null,2 pieces,PB,170,6.29
ND01531,25,0,53.125,Sweets,Cocoa_Powder,Null,1 Envelope,SW,66,1.98
ND01512,20,30,53.33333333,Sweets,Candy,Null,1 Tbsp,PB,283,2.99
ND00939,7.142857143,46.42857143,53.57142857,Grains,Snacks,Null,21 pieces,PB,283,3.19
ND01495,14.14,12.89,53.99,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.8g=1 tbsp,I,28,2.49
ND01501,19.96,4.36,55.82,Spices_and_Herbs,Seasonings,Null,1g=1 tsp / 3.1g=1 tbsp,I,24,4.49
ND01496,14.29,14.01,55.83,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.3g=1 tbsp,I,24,3.39
ND00931,10,26.66666667,56.66666667,Grains,Snacks,Null,27 crackers,PB,351,4.09
ND00930,7.142857143,28.57142857,57.14285714,Grains,Snacks,Null,1 oz (~ 11 chips),PB,297.6,4.29
ND00937,7.142857143,35.71428571,57.14285714,Grains,Snacks,Null,1 oz (about 32 chips),PB,276,3.49
ND01528,19.6,13.7,57.9,Sweets,Cocoa_Powder,Null,86g=1 cup / 5.4g=1 tbsp,PB,226,3.89
ND00938,3.571428571,35.71428571,58.92857143,Grains,Snacks,Null,21 pieces,PB,283,3.19
ND01612,2.564102564,0,58.97435897,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,680,2.28
ND01518,8.108108108,29.72972973,59.45945946,Sweets,Chocolate,Null,3 blocks,SW,198,2
ND00770,2.5,0,60,Fruits,Apricots,Null,0.25 cup,PB,170,2.99
ND01529,20,10,60,Sweets,Cocoa_Powder,Null,1 Tbsp,PB ,226,3.89
ND01541,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01542,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01543,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01544,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01545,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01546,40,0,60,Sweets,Gelatin,Null,0.25 package,SW,8.5,0.74
ND01547,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01548,40,0,60,Sweets,Gelatin,Null,0.25 package,PB,8.5,0.99
ND01549,40,0,60,Sweets,Gelatin,Null,0.25 package,WD,8.5,1.09
ND01610,2.5,0,60,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,623,2.28
ND00925,7.142857143,21.42857143,60.71428571,Grains,Snacks,Null,about 13 pieces,PB,170.1,3.49
ND01267,14.28571429,14.28571429,60.71428571,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,2 tbsp,PB,453,7.49
ND01513,5.555555556,30.55555556,61.11111111,Sweets,Chocolate,Null,3 blocks,SW,192,2
ND01611,2.564102564,0,61.53846154,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,680,2.54
ND00942,6.25,21.875,61.71875,Grains,Tortillas,Null,3 shells,PB,130,2.09
ND00269,0,0,62.5,Beverages,Powdered_Mix,Null,0.5 packet,WD,36.8,2.99
ND00933,6.25,28.125,62.5,Grains,Snacks,Null,5 crackers,PB,291,3.59
ND00936,7.142857143,28.57142857,62.5,Grains,Snacks,Null,23 pieces,PB,240,3.49
ND01602,0,0,62.5,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,623,2.28
ND01530,20,0,63.33333333,Sweets,Cocoa_Powder,Null,1 pouch,PB,120,1.79
ND00453,9.090909091,9.090909091,63.63636364,Dairy_and_Egg,Milk,Flavored,2 tbsp,PB,453,5.19
ND01493,11.3,2.1,63.725,Spices_and_Herbs,Seasonings,Null,g= / g=,I,14,3.19
